ID da Ordem,Etapa,Código do Status,Modificado por,SLA,Data do Evento,Data Início Execução,Data Final Execução,Prazo Máximo,Duração Total,Duração Útil,Status SLA,Excedido Total (min),Excedido Útil (min)
1873031,Vendedor - Nova Encomenda,1,-,-,2025-08-06 18:17:24,06/08/2025 18:17,07/08/2025 19:48,-,1.06 dias,-,-,-,-
1873029,Vendedor - Nova Encomenda,1,-,-,2025-08-06 18:17:08,06/08/2025 18:17,07/08/2025 11:45,-,0.73 dias,-,-,-,-
1873024,Vendedor - Nova Encomenda,1,-,-,2025-08-06 18:04:47,06/08/2025 18:04,07/08/2025 12:03,-,0.75 dias,-,-,-,-
1873015,Vendedor - Nova Encomenda,1,-,-,2025-08-06 17:47:45,06/08/2025 17:47,07/08/2025 14:25,-,0.86 dias,-,-,-,-
1872990,Vendedor - Nova Encomenda,1,-,-,2025-08-06 17:22:06,06/08/2025 17:22,07/08/2025 12:08,-,0.78 dias,-,-,-,-
1872990,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 12:08:31,07/08/2025 12:08,07/08/2025 17:07,07/08/2025 12:08,0.21 dias,0.2 dias,Atrasado,299.19,291.47
1872941,Vendedor - Nova Encomenda,1,-,-,2025-08-06 16:52:23,06/08/2025 16:52,07/08/2025 11:32,-,0.78 dias,-,-,-,-
1872941,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 11:32:11,07/08/2025 11:32,07/08/2025 13:33,07/08/2025 11:32,0.08 dias,0.08 dias,Atrasado,121.72,121.72
1872928,Vendedor - Nova Encomenda,1,-,-,2025-08-06 16:48:24,06/08/2025 16:48,07/08/2025 12:01,-,0.8 dias,-,-,-,-
1872928,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 12:01:35,07/08/2025 12:01,07/08/2025 13:50,07/08/2025 12:01,0.08 dias,0.08 dias,Atrasado,108.6,108.6
1872880,Vendedor - Nova Encomenda,1,-,-,2025-08-06 16:31:09,06/08/2025 16:31,07/08/2025 11:48,-,0.8 dias,-,-,-,-
1872880,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 11:48:13,07/08/2025 11:48,07/08/2025 19:04,07/08/2025 11:48,0.3 dias,0.22 dias,Atrasado,436.67,311.77
1872867,Vendedor - Nova Encomenda,1,-,-,2025-08-06 16:24:28,06/08/2025 16:24,06/08/2025 16:49,-,0.02 dias,-,-,-,-
1872867,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:49:36,06/08/2025 16:49,06/08/2025 17:45,06/08/2025 16:49,0.04 dias,0.01 dias,Atrasado,55.44,10.38
1872782,Vendedor - Nova Encomenda,1,-,-,2025-08-06 15:31:21,06/08/2025 15:31,07/08/2025 10:22,-,0.79 dias,-,-,-,-
1872782,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 10:22:47,07/08/2025 10:22,08/08/2025 11:18,07/08/2025 10:22,1.04 dias,0.41 dias,Atrasado,1495.46,595.45
1872753,Vendedor - Nova Encomenda,1,-,-,2025-08-06 15:06:08,06/08/2025 15:06,06/08/2025 15:51,-,0.03 dias,-,-,-,-
1872753,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:51:44,06/08/2025 15:51,07/08/2025 12:49,06/08/2025 15:51,0.87 dias,0.25 dias,Atrasado,1258.16,358.15
1872731,Vendedor - Nova Encomenda,1,-,-,2025-08-06 14:51:15,06/08/2025 14:51,06/08/2025 15:52,-,0.04 dias,-,-,-,-
1872731,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:52:53,06/08/2025 15:52,06/08/2025 19:21,06/08/2025 15:52,0.14 dias,0.05 dias,Atrasado,208.45,67.1
1872691,Vendedor - Nova Encomenda,1,-,-,2025-08-06 14:27:13,06/08/2025 14:27,06/08/2025 15:50,-,0.06 dias,-,-,-,-
1872691,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:50:07,06/08/2025 15:50,06/08/2025 22:18,06/08/2025 15:50,0.27 dias,0.05 dias,Atrasado,388.29,69.87
1872654,Vendedor - Nova Encomenda,1,-,-,2025-08-06 14:05:21,06/08/2025 14:05,06/08/2025 16:01,-,0.08 dias,-,-,-,-
1872654,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:01:59,06/08/2025 16:01,06/08/2025 17:33,06/08/2025 16:01,0.06 dias,0.04 dias,Atrasado,91.45,58.0
1872575,Vendedor - Nova Encomenda,1,-,-,2025-08-06 13:22:58,06/08/2025 13:22,06/08/2025 16:45,-,0.14 dias,-,-,-,-
1872575,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:45:26,06/08/2025 16:45,06/08/2025 21:49,06/08/2025 16:45,0.21 dias,0.01 dias,Atrasado,303.66,14.55
1872516,Vendedor - Nova Encomenda,1,-,-,2025-08-06 12:41:40,06/08/2025 12:41,06/08/2025 15:09,-,0.1 dias,-,-,-,-
1872516,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:09:41,06/08/2025 15:09,06/08/2025 22:34,06/08/2025 15:09,0.31 dias,0.08 dias,Atrasado,444.89,110.3
1872513,Vendedor - Nova Encomenda,1,-,-,2025-08-06 12:41:10,06/08/2025 12:41,06/08/2025 16:44,-,0.17 dias,-,-,-,-
1872513,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:44:27,06/08/2025 16:44,06/08/2025 22:22,06/08/2025 16:44,0.23 dias,0.01 dias,Atrasado,337.77,15.53
1872509,Vendedor - Nova Encomenda,1,-,-,2025-08-06 12:36:13,06/08/2025 12:36,06/08/2025 15:50,-,0.14 dias,-,-,-,-
1872509,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:50:47,06/08/2025 15:50,06/08/2025 17:19,06/08/2025 15:50,0.06 dias,0.05 dias,Atrasado,88.75,69.2
1872506,Vendedor - Nova Encomenda,1,-,-,2025-08-06 12:35:25,06/08/2025 12:35,06/08/2025 13:05,-,0.02 dias,-,-,-,-
1872506,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 13:05:38,06/08/2025 13:05,06/08/2025 15:35,06/08/2025 13:05,0.1 dias,0.1 dias,Atrasado,150.1,150.1
1872496,Vendedor - Nova Encomenda,1,-,-,2025-08-06 12:30:40,06/08/2025 12:30,06/08/2025 15:59,-,0.14 dias,-,-,-,-
1872496,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:59:15,06/08/2025 15:59,06/08/2025 18:51,06/08/2025 15:59,0.12 dias,0.04 dias,Atrasado,172.23,60.73
1872471,Vendedor - Nova Encomenda,1,-,-,2025-08-06 12:15:08,06/08/2025 12:15,07/08/2025 12:04,-,0.99 dias,-,-,-,-
1872471,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 12:04:22,07/08/2025 12:04,07/08/2025 13:39,07/08/2025 12:04,0.07 dias,0.07 dias,Atrasado,94.72,94.72
1872364,Vendedor - Nova Encomenda,1,-,-,2025-08-06 12:00:52,06/08/2025 12:00,06/08/2025 16:40,-,0.19 dias,-,-,-,-
1872364,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:40:11,06/08/2025 16:40,06/08/2025 21:42,06/08/2025 16:40,0.21 dias,0.01 dias,Atrasado,302.71,19.8
1872328,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:58:39,06/08/2025 11:58,06/08/2025 16:43,-,0.2 dias,-,-,-,-
1872328,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:43:39,06/08/2025 16:43,06/08/2025 21:51,06/08/2025 16:43,0.21 dias,0.01 dias,Atrasado,307.76,16.33
1872110,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:43:20,06/08/2025 11:43,06/08/2025 16:41,-,0.21 dias,-,-,-,-
1872110,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:41:02,06/08/2025 16:41,07/08/2025 19:50,06/08/2025 16:41,1.13 dias,0.39 dias,Atrasado,1629.13,558.95
1872044,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:39:08,06/08/2025 11:39,06/08/2025 16:48,-,0.21 dias,-,-,-,-
1871983,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:34:43,06/08/2025 11:34,06/08/2025 16:42,-,0.21 dias,-,-,-,-
1871983,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:42:49,06/08/2025 16:42,06/08/2025 22:31,06/08/2025 16:42,0.24 dias,0.01 dias,Atrasado,348.56,17.17
1871912,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:22:09,06/08/2025 11:22,06/08/2025 15:58,-,0.19 dias,-,-,-,-
1871912,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:58:09,06/08/2025 15:58,06/08/2025 19:29,06/08/2025 15:58,0.15 dias,0.04 dias,Atrasado,211.57,61.83
1871843,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:15:18,06/08/2025 11:15,06/08/2025 16:41,-,0.23 dias,-,-,-,-
1871843,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:41:49,06/08/2025 16:41,06/08/2025 22:20,06/08/2025 16:41,0.24 dias,0.01 dias,Atrasado,338.91,18.17
1871837,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:14:54,06/08/2025 11:14,06/08/2025 13:46,-,0.11 dias,-,-,-,-
1871837,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 13:46:37,06/08/2025 13:46,06/08/2025 17:14,06/08/2025 13:46,0.14 dias,0.13 dias,Atrasado,208.07,193.37
1871814,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:12:33,06/08/2025 11:12,07/08/2025 11:57,-,1.03 dias,-,-,-,-
1871814,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 11:57:16,07/08/2025 11:57,07/08/2025 19:09,07/08/2025 11:57,0.3 dias,0.21 dias,Atrasado,431.91,302.72
1871790,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:11:08,06/08/2025 11:11,06/08/2025 15:07,-,0.16 dias,-,-,-,-
1871790,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:07:58,06/08/2025 15:07,06/08/2025 21:45,06/08/2025 15:07,0.28 dias,0.08 dias,Atrasado,397.89,112.02
1871703,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:04:15,06/08/2025 11:04,06/08/2025 11:45,-,0.03 dias,-,-,-,-
1871703,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:45:26,06/08/2025 11:45,06/08/2025 12:47,06/08/2025 11:45,0.04 dias,0.04 dias,Atrasado,61.75,61.73
1871700,Vendedor - Nova Encomenda,1,-,-,2025-08-06 11:04:11,06/08/2025 11:04,06/08/2025 15:10,-,0.17 dias,-,-,-,-
1871700,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:10:50,06/08/2025 15:10,07/08/2025 14:24,06/08/2025 15:10,0.97 dias,0.34 dias,Atrasado,1393.59,493.58
1871700,Entregas Finalizadas Fora de Manaus,8,-,-,2025-08-07 14:24:26,07/08/2025 14:24,08/08/2025 11:11,-,0.87 dias,-,-,-,-
1871700,Entregas Finalizadas Manaus,6,-,-,2025-08-08 11:11:00,08/08/2025 11:11,08/08/2025 11:13,-,0.0 dias,-,-,-,-
1871659,Vendedor - Nova Encomenda,1,-,-,2025-08-06 10:59:43,06/08/2025 10:59,06/08/2025 15:16,-,0.18 dias,-,-,-,-
1871659,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:16:48,06/08/2025 15:16,06/08/2025 22:16,06/08/2025 15:16,0.29 dias,0.07 dias,Atrasado,420.15,103.18
1871605,Vendedor - Nova Encomenda,1,-,-,2025-08-06 10:55:35,06/08/2025 10:55,06/08/2025 16:46,-,0.24 dias,-,-,-,-
1871605,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:46:48,06/08/2025 16:46,06/08/2025 20:38,06/08/2025 16:46,0.16 dias,0.01 dias,Atrasado,232.07,13.18
1871577,Vendedor - Nova Encomenda,1,-,-,2025-08-06 10:51:36,06/08/2025 10:51,06/08/2025 15:15,-,0.18 dias,-,-,-,-
1871577,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 15:15:11,06/08/2025 15:15,06/08/2025 17:22,06/08/2025 15:15,0.09 dias,0.07 dias,Atrasado,127.47,104.8
1870953,Vendedor - Nova Encomenda,1,-,-,2025-08-06 09:50:50,06/08/2025 09:50,06/08/2025 11:59,-,0.09 dias,-,-,-,-
1870953,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:59:36,06/08/2025 11:59,06/08/2025 15:48,06/08/2025 11:59,0.16 dias,0.16 dias,Atrasado,228.75,228.73
1870913,Vendedor - Nova Encomenda,1,-,-,2025-08-06 09:47:40,06/08/2025 09:47,06/08/2025 13:48,-,0.17 dias,-,-,-,-
1870913,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 13:48:15,06/08/2025 13:48,07/08/2025 13:02,06/08/2025 13:48,0.97 dias,0.34 dias,Atrasado,1393.95,493.95
1870795,Vendedor - Nova Encomenda,1,-,-,2025-08-06 09:37:27,06/08/2025 09:37,06/08/2025 12:00,-,0.1 dias,-,-,-,-
1870795,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 12:00:27,06/08/2025 12:00,08/08/2025 10:15,06/08/2025 12:00,1.93 dias,0.68 dias,Atrasado,2774.57,974.57
1870650,Vendedor - Nova Encomenda,1,-,-,2025-08-06 09:24:15,06/08/2025 09:24,06/08/2025 11:31,-,0.09 dias,-,-,-,-
1870650,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:31:57,06/08/2025 11:31,08/08/2025 10:56,06/08/2025 11:31,1.98 dias,0.73 dias,Atrasado,2844.37,1044.37
1870597,Vendedor - Nova Encomenda,1,-,-,2025-08-06 09:12:52,06/08/2025 09:12,06/08/2025 11:43,-,0.1 dias,-,-,-,-
1870597,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:43:06,06/08/2025 11:43,07/08/2025 12:45,06/08/2025 11:43,1.04 dias,0.42 dias,Atrasado,1501.98,601.97
1870564,Vendedor - Nova Encomenda,1,-,-,2025-08-06 08:43:42,06/08/2025 08:43,06/08/2025 10:48,-,0.09 dias,-,-,-,-
1870564,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 10:48:12,06/08/2025 10:48,06/08/2025 17:28,06/08/2025 10:48,0.28 dias,0.26 dias,Atrasado,399.83,371.78
1870473,Vendedor - Nova Encomenda,1,-,-,2025-08-05 21:20:05,05/08/2025 21:20,06/08/2025 11:44,-,0.6 dias,-,-,-,-
1870473,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:44:24,06/08/2025 11:44,06/08/2025 14:52,06/08/2025 11:44,0.13 dias,0.13 dias,Atrasado,188.45,188.43
1870409,Vendedor - Nova Encomenda,1,-,-,2025-08-05 19:17:50,05/08/2025 19:17,06/08/2025 11:38,-,0.68 dias,-,-,-,-
1870409,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:38:29,06/08/2025 11:38,06/08/2025 12:48,06/08/2025 11:38,0.05 dias,0.05 dias,Atrasado,70.22,70.22
1870406,Vendedor - Nova Encomenda,1,-,-,2025-08-05 19:13:02,05/08/2025 19:13,06/08/2025 22:42,-,1.15 dias,-,-,-,-
1870381,Vendedor - Nova Encomenda,1,-,-,2025-08-05 18:31:18,05/08/2025 18:31,06/08/2025 10:47,-,0.68 dias,-,-,-,-
1870381,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 10:47:02,06/08/2025 10:47,06/08/2025 12:45,06/08/2025 10:47,0.08 dias,0.08 dias,Atrasado,118.03,118.02
1870378,Vendedor - Nova Encomenda,1,-,-,2025-08-05 18:30:14,05/08/2025 18:30,07/08/2025 12:05,-,1.73 dias,-,-,-,-
1870378,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 12:05:41,07/08/2025 12:05,07/08/2025 13:35,07/08/2025 12:05,0.06 dias,0.06 dias,Atrasado,89.57,89.57
1870367,Vendedor - Nova Encomenda,1,-,-,2025-08-05 18:14:37,05/08/2025 18:14,06/08/2025 11:50,-,0.73 dias,-,-,-,-
1870367,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:50:14,06/08/2025 11:50,06/08/2025 14:24,06/08/2025 11:50,0.11 dias,0.11 dias,Atrasado,154.75,154.75
1870365,Vendedor - Nova Encomenda,1,-,-,2025-08-05 18:11:58,05/08/2025 18:11,06/08/2025 11:36,-,0.73 dias,-,-,-,-
1870365,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:36:08,06/08/2025 11:36,06/08/2025 13:28,06/08/2025 11:36,0.08 dias,0.08 dias,Atrasado,112.51,112.5
1870352,Vendedor - Nova Encomenda,1,-,-,2025-08-05 17:57:18,05/08/2025 17:57,06/08/2025 16:05,-,0.92 dias,-,-,-,-
1870352,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 16:05:49,06/08/2025 16:05,06/08/2025 17:02,06/08/2025 16:05,0.04 dias,0.04 dias,Atrasado,56.68,54.17
1870332,Vendedor - Nova Encomenda,1,-,-,2025-08-05 17:38:18,05/08/2025 17:38,06/08/2025 11:47,-,0.76 dias,-,-,-,-
1870332,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:47:36,06/08/2025 11:47,06/08/2025 14:19,06/08/2025 11:47,0.11 dias,0.11 dias,Atrasado,151.52,151.52
1870327,Vendedor - Nova Encomenda,1,-,-,2025-08-05 17:37:00,05/08/2025 17:37,06/08/2025 11:35,-,0.75 dias,-,-,-,-
1870327,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:35:01,06/08/2025 11:35,06/08/2025 17:32,06/08/2025 11:35,0.25 dias,0.23 dias,Atrasado,357.79,324.97
1870272,Vendedor - Nova Encomenda,1,-,-,2025-08-05 17:11:04,05/08/2025 17:11,06/08/2025 11:41,-,0.77 dias,-,-,-,-
1870272,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:41:28,06/08/2025 11:41,06/08/2025 13:24,06/08/2025 11:41,0.07 dias,0.07 dias,Atrasado,103.35,103.35
1870269,Vendedor - Nova Encomenda,1,-,-,2025-08-05 17:10:52,05/08/2025 17:10,06/08/2025 11:48,-,0.78 dias,-,-,-,-
1870269,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:48:24,06/08/2025 11:48,06/08/2025 19:45,06/08/2025 11:48,0.33 dias,0.22 dias,Atrasado,477.53,311.58
1870260,Vendedor - Nova Encomenda,1,-,-,2025-08-05 17:04:15,05/08/2025 17:04,07/08/2025 11:56,-,1.79 dias,-,-,-,-
1870260,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 11:56:29,07/08/2025 11:56,07/08/2025 14:26,07/08/2025 11:56,0.1 dias,0.1 dias,Atrasado,150.29,150.28
1870244,Vendedor - Nova Encomenda,1,-,-,2025-08-05 16:55:50,05/08/2025 16:55,06/08/2025 22:26,-,1.23 dias,-,-,-,-
1870223,Vendedor - Nova Encomenda,1,-,-,2025-08-05 16:42:08,05/08/2025 16:42,07/08/2025 12:00,-,1.8 dias,-,-,-,-
1870223,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-07 12:00:38,07/08/2025 12:00,08/08/2025 13:56,07/08/2025 12:00,1.08 dias,0.46 dias,Atrasado,1555.47,655.47
1870192,Vendedor - Nova Encomenda,1,-,-,2025-08-05 16:26:12,05/08/2025 16:26,06/08/2025 11:40,-,0.8 dias,-,-,-,-
1870192,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:40:37,06/08/2025 11:40,07/08/2025 13:06,06/08/2025 11:40,1.06 dias,0.43 dias,Atrasado,1526.01,626.0
1870140,Vendedor - Nova Encomenda,1,-,-,2025-08-05 16:00:56,05/08/2025 16:00,06/08/2025 11:46,-,0.82 dias,-,-,-,-
1870140,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:46:42,06/08/2025 11:46,06/08/2025 20:36,06/08/2025 11:46,0.37 dias,0.22 dias,Atrasado,529.66,313.28
1870137,Vendedor - Nova Encomenda,1,-,-,2025-08-05 15:59:44,05/08/2025 15:59,05/08/2025 16:29,-,0.02 dias,-,-,-,-
1870137,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:29:32,05/08/2025 16:29,05/08/2025 18:36,05/08/2025 16:29,0.09 dias,0.02 dias,Atrasado,126.59,30.45
1870131,Vendedor - Nova Encomenda,1,-,-,2025-08-05 15:58:22,05/08/2025 15:58,05/08/2025 16:39,-,0.03 dias,-,-,-,-
1870131,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:39:40,05/08/2025 16:39,06/08/2025 19:07,05/08/2025 16:39,1.1 dias,0.39 dias,Atrasado,1587.62,560.32
1870124,Vendedor - Nova Encomenda,1,-,-,2025-08-05 15:54:17,05/08/2025 15:54,06/08/2025 11:32,-,0.82 dias,-,-,-,-
1870124,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 11:32:52,06/08/2025 11:32,06/08/2025 13:13,06/08/2025 11:32,0.07 dias,0.07 dias,Atrasado,100.71,100.7
1870088,Vendedor - Nova Encomenda,1,-,-,2025-08-05 15:39:07,05/08/2025 15:39,05/08/2025 15:52,-,0.01 dias,-,-,-,-
1870088,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 15:52:44,05/08/2025 15:52,06/08/2025 00:07,05/08/2025 15:52,0.34 dias,0.05 dias,Atrasado,495.18,67.25
1870055,Vendedor - Nova Encomenda,1,-,-,2025-08-05 15:17:12,05/08/2025 15:17,05/08/2025 23:56,-,0.36 dias,-,-,-,-
1870004,Vendedor - Nova Encomenda,1,-,-,2025-08-05 14:48:08,05/08/2025 14:48,05/08/2025 15:11,-,0.02 dias,-,-,-,-
1870004,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 15:11:43,05/08/2025 15:11,05/08/2025 23:35,05/08/2025 15:11,0.35 dias,0.08 dias,Atrasado,504.05,108.27
1869969,Vendedor - Nova Encomenda,1,-,-,2025-08-05 14:26:39,05/08/2025 14:26,05/08/2025 15:10,-,0.03 dias,-,-,-,-
1869969,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 15:10:48,05/08/2025 15:10,06/08/2025 22:44,05/08/2025 15:10,1.31 dias,0.45 dias,Atrasado,1893.56,649.18
1869958,Vendedor - Nova Encomenda,1,-,-,2025-08-05 14:23:55,05/08/2025 14:23,05/08/2025 16:40,-,0.09 dias,-,-,-,-
1869958,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:40:23,05/08/2025 16:40,05/08/2025 18:57,05/08/2025 16:40,0.1 dias,0.01 dias,Atrasado,137.13,19.6
1869954,Vendedor - Nova Encomenda,1,-,-,2025-08-05 14:21:51,05/08/2025 14:21,05/08/2025 16:41,-,0.1 dias,-,-,-,-
1869954,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:41:32,05/08/2025 16:41,05/08/2025 19:11,05/08/2025 16:41,0.1 dias,0.01 dias,Atrasado,149.98,18.45
1869900,Vendedor - Nova Encomenda,1,-,-,2025-08-05 13:54:27,05/08/2025 13:54,05/08/2025 16:42,-,0.12 dias,-,-,-,-
1869900,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:42:36,05/08/2025 16:42,05/08/2025 18:07,05/08/2025 16:42,0.06 dias,0.01 dias,Atrasado,84.41,17.38
1869885,Vendedor - Nova Encomenda,1,-,-,2025-08-05 13:47:13,05/08/2025 13:47,06/08/2025 12:01,-,0.93 dias,-,-,-,-
1869885,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-06 12:01:22,06/08/2025 12:01,06/08/2025 15:53,06/08/2025 12:01,0.16 dias,0.16 dias,Atrasado,231.83,231.82
1869882,Vendedor - Nova Encomenda,1,-,-,2025-08-05 13:45:48,05/08/2025 13:45,05/08/2025 16:26,-,0.11 dias,-,-,-,-
1869882,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:26:38,05/08/2025 16:26,05/08/2025 17:57,05/08/2025 16:26,0.06 dias,0.02 dias,Atrasado,90.68,33.35
1869850,Vendedor - Nova Encomenda,1,-,-,2025-08-05 13:29:43,05/08/2025 13:29,05/08/2025 16:35,-,0.13 dias,-,-,-,-
1869850,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:35:06,05/08/2025 16:35,05/08/2025 23:30,05/08/2025 16:35,0.29 dias,0.02 dias,Atrasado,415.11,24.88
1869835,Vendedor - Nova Encomenda,1,-,-,2025-08-05 13:19:19,05/08/2025 13:19,05/08/2025 16:37,-,0.14 dias,-,-,-,-
1869835,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:37:41,05/08/2025 16:37,05/08/2025 23:47,05/08/2025 16:37,0.3 dias,0.02 dias,Atrasado,429.99,22.3
1869807,Vendedor - Nova Encomenda,1,-,-,2025-08-05 13:02:15,05/08/2025 13:02,05/08/2025 16:38,-,0.15 dias,-,-,-,-
1869807,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:38:46,05/08/2025 16:38,05/08/2025 23:43,05/08/2025 16:38,0.29 dias,0.01 dias,Atrasado,424.58,21.22
1869787,Vendedor - Nova Encomenda,1,-,-,2025-08-05 12:46:14,05/08/2025 12:46,05/08/2025 16:36,-,0.16 dias,-,-,-,-
1869787,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:36:24,05/08/2025 16:36,05/08/2025 23:51,05/08/2025 16:36,0.3 dias,0.02 dias,Atrasado,435.09,23.58
1869773,Vendedor - Nova Encomenda,1,-,-,2025-08-05 12:37:38,05/08/2025 12:37,05/08/2025 15:33,-,0.12 dias,-,-,-,-
1869773,Entregas Finalizadas Manaus,6,-,-,2025-08-05 15:33:10,05/08/2025 15:33,05/08/2025 16:28,-,0.04 dias,-,-,-,-
1869773,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:28:04,05/08/2025 16:28,05/08/2025 17:43,05/08/2025 16:28,0.05 dias,0.02 dias,Atrasado,75.39,31.92
1869761,Vendedor - Nova Encomenda,1,-,-,2025-08-05 12:28:18,05/08/2025 12:28,05/08/2025 12:51,-,0.02 dias,-,-,-,-
1869761,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 12:51:39,05/08/2025 12:51,05/08/2025 18:18,05/08/2025 12:51,0.23 dias,0.17 dias,Atrasado,326.69,248.33
1869752,Vendedor - Nova Encomenda,1,-,-,2025-08-05 12:25:23,05/08/2025 12:25,05/08/2025 16:21,-,0.16 dias,-,-,-,-
1869752,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:21:18,05/08/2025 16:21,06/08/2025 00:02,05/08/2025 16:21,0.32 dias,0.03 dias,Atrasado,461.6,38.68
1869724,Vendedor - Nova Encomenda,1,-,-,2025-08-05 11:59:15,05/08/2025 11:59,05/08/2025 16:33,-,0.19 dias,-,-,-,-
1869724,Logística - Despacho da Encomenda,2,-,00:00 Horas,2025-08-05 16:33:57,05/08/2025 16:33,05/08/2025 23:45,05/08/2025 16:33,0.3 dias,0.02 dias,Atrasado,431.27,26.03
1869708,Vendedor - Nova Encomenda,1,-,-,2025-08-05 11:50:28,05/08/2025 11:50,05/08/2025 12:27,-,0.03 dias,-,-,-,-
